dataset,TR-TS-SupportVectorMachine-Accuracy-mean,TR-TS-SupportVectorMachine-Accuracy-std,TR-TS-NaiveBayes-Accuracy-mean,TR-TS-NaiveBayes-Accuracy-std,TR-TS-StochasticGradientDescent-Accuracy-mean,TR-TS-StochasticGradientDescent-Accuracy-std,TS-TR-SupportVectorMachine-Accuracy-mean,TS-TR-SupportVectorMachine-Accuracy-std,TS-TR-NaiveBayes-Accuracy-mean,TS-TR-NaiveBayes-Accuracy-std,TS-TR-StochasticGradientDescent-Accuracy-mean,TS-TR-StochasticGradientDescent-Accuracy-std,TR-TS-SupportVectorMachine-Precision-mean,TR-TS-SupportVectorMachine-Precision-std,TR-TS-NaiveBayes-Precision-mean,TR-TS-NaiveBayes-Precision-std,TR-TS-StochasticGradientDescent-Precision-mean,TR-TS-StochasticGradientDescent-Precision-std,TS-TR-SupportVectorMachine-Precision-mean,TS-TR-SupportVectorMachine-Precision-std,TS-TR-NaiveBayes-Precision-mean,TS-TR-NaiveBayes-Precision-std,TS-TR-StochasticGradientDescent-Precision-mean,TS-TR-StochasticGradientDescent-Precision-std,TR-TS-SupportVectorMachine-Recall-mean,TR-TS-SupportVectorMachine-Recall-std,TR-TS-NaiveBayes-Recall-mean,TR-TS-NaiveBayes-Recall-std,TR-TS-StochasticGradientDescent-Recall-mean,TR-TS-StochasticGradientDescent-Recall-std,TS-TR-SupportVectorMachine-Recall-mean,TS-TR-SupportVectorMachine-Recall-std,TS-TR-NaiveBayes-Recall-mean,TS-TR-NaiveBayes-Recall-std,TS-TR-StochasticGradientDescent-Recall-mean,TS-TR-StochasticGradientDescent-Recall-std,TR-TS-SupportVectorMachine-F1Score-mean,TR-TS-SupportVectorMachine-F1Score-std,TR-TS-NaiveBayes-F1Score-mean,TR-TS-NaiveBayes-F1Score-std,TR-TS-StochasticGradientDescent-F1Score-mean,TR-TS-StochasticGradientDescent-F1Score-std,TS-TR-SupportVectorMachine-F1Score-mean,TS-TR-SupportVectorMachine-F1Score-std,TS-TR-NaiveBayes-F1Score-mean,TS-TR-NaiveBayes-F1Score-std,TS-TR-StochasticGradientDescent-F1Score-mean,TS-TR-StochasticGradientDescent-F1Score-std
androcrawl,0.8183382497541789,0.1720626488244153,0.7518682399213373,0.15654154187990094,0.8155850540806293,0.1729515796330055,0.7254178957718781,0.13984879866488859,0.7529498525073747,0.04448559498013379,0.757866273352999,0.11589402431767262,1.0,0.0,0.9187119234116624,0.16257615317667534,1.0,0.0,0.6774103869699329,0.12608123902556692,0.6757273627952015,0.046733620856558036,0.7033918135269618,0.11030002001560058,0.6339946715571658,0.3493854150119204,0.6387947912748233,0.35250366222650614,0.6284733576222741,0.351117694877423,0.9724126457694929,0.021161206978131567,0.9852695448747106,0.005521398193151392,0.9638204859080787,0.02115128831220649,0.6996443520656837,0.3617809860638201,0.651669985982607,0.3342453264983507,0.694916131959795,0.3617029739146183,0.7900326403613389,0.08309628428289094,0.8006110337398773,0.03009289367767033,0.8067848215908613,0.07030621567528288
drebin215,0.8105310531053105,0.12851097948898813,0.5171017101710171,0.03376837350549788,0.8334833483348335,0.10150804733466161,0.5450045004500449,0.050891315165680275,0.7747974797479747,0.08707067120761097,0.8441044104410441,0.0504938461617231,0.9993325917686319,0.001334816462736388,0.5092554618924351,0.02061543339048427,0.9837939622444761,0.025040769653012145,0.7622920412325832,0.172159981476794,0.8681997538940948,0.0495664140139411,0.9061163434356357,0.032992548939747256,0.6215321670143285,0.26079530883705593,1.0,0.0,0.68331155335265,0.22381512978090204,0.2834252002654583,0.36697176453074765,0.6447778536395541,0.19225494962180195,0.7747170233591525,0.13011493931213747,0.7300158229111777,0.22829587553192274,0.6745979693876082,0.017961010619935863,0.780321152101639,0.17307461740742416,0.27758549499546004,0.24183918054102832,0.7247709453892792,0.13986252219600118,0.8273254949684441,0.06737950968215897
