model;dataset;TR-TS-SupportVectorMachine-Accuracy-mean;TR-TS-RandomForest-Accuracy-mean;TR-TS-KNN-Accuracy-mean;TR-TS-DecisionTree-Accuracy-mean;TR-TS-NaiveBayes-Accuracy-mean;TR-TS-GradientBoosting-Accuracy-mean;TR-TS-StochasticGradientDescent-Accuracy-mean;TS-TR-SupportVectorMachine-Accuracy-mean;TS-TR-RandomForest-Accuracy-mean;TS-TR-KNN-Accuracy-mean;TS-TR-DecisionTree-Accuracy-mean;TS-TR-NaiveBayes-Accuracy-mean;TS-TR-GradientBoosting-Accuracy-mean;TS-TR-StochasticGradientDescent-Accuracy-mean;TR-TS-SupportVectorMachine-Precision-mean;TR-TS-RandomForest-Precision-mean;TR-TS-KNN-Precision-mean;TR-TS-DecisionTree-Precision-mean;TR-TS-NaiveBayes-Precision-mean;TR-TS-GradientBoosting-Precision-mean;TR-TS-StochasticGradientDescent-Precision-mean;TS-TR-SupportVectorMachine-Precision-mean;TS-TR-RandomForest-Precision-mean;TS-TR-KNN-Precision-mean;TS-TR-DecisionTree-Precision-mean;TS-TR-NaiveBayes-Precision-mean;TS-TR-GradientBoosting-Precision-mean;TS-TR-StochasticGradientDescent-Precision-mean;TR-TS-SupportVectorMachine-Recall-mean;TR-TS-RandomForest-Recall-mean;TR-TS-KNN-Recall-mean;TR-TS-DecisionTree-Recall-mean;TR-TS-NaiveBayes-Recall-mean;TR-TS-GradientBoosting-Recall-mean;TR-TS-StochasticGradientDescent-Recall-mean;TS-TR-SupportVectorMachine-Recall-mean;TS-TR-RandomForest-Recall-mean;TS-TR-KNN-Recall-mean;TS-TR-DecisionTree-Recall-mean;TS-TR-NaiveBayes-Recall-mean;TS-TR-GradientBoosting-Recall-mean;TS-TR-StochasticGradientDescent-Recall-mean;TR-TS-SupportVectorMachine-F1Score-mean;TR-TS-RandomForest-F1Score-mean;TR-TS-KNN-F1Score-mean;TR-TS-DecisionTree-F1Score-mean;TR-TS-NaiveBayes-F1Score-mean;TR-TS-GradientBoosting-F1Score-mean;TR-TS-StochasticGradientDescent-F1Score-mean;TS-TR-SupportVectorMachine-F1Score-mean;TS-TR-RandomForest-F1Score-mean;TS-TR-KNN-F1Score-mean;TS-TR-DecisionTree-F1Score-mean;TS-TR-NaiveBayes-F1Score-mean;TS-TR-GradientBoosting-F1Score-mean;TS-TR-StochasticGradientDescent-F1Score-mean
quantized;androcrawl;0,9366273352999016;0,9744837758112095;0,9371681415929203;0,7248279252704031;0,8616519174041297;0,8730088495575222;0,8987217305801376;0,8672074729596853;0,8668141592920355;0,8071288102261555;0,80929203539823;0,8002949852507374;0,8301376597836775;0,802802359882006;0,9266254078105292;0,9744639367580525;0,9628033782218315;0,6341133610355518;0,8026826087907784;0,893400431397698;0,8581795658998315;0,9220389144439902;0,9051985781795135;0,8741852738522524;0,8974304055845128;0,7994495702737473;0,9125207152331898;0,881791556944116;0,9503082938566809;0,9762215796403556;0,9144551947735422;0,6655630178236862;1,0;0,8494147636275843;0,9753428251106049;0,8164329071235796;0,8524390615224909;0,7757546939243285;0,8004129728703753;0,8712814342924968;0,8010492297801193;0,7901563550100703;0,9367108905267539;0,9745562680675904;0,9325299198880919;0,6477213518615395;0,8856464607107831;0,8497380171359824;0,9095602715790572;0,8592900686896844;0,8677235117806669;0,8027429146984227;0,8184940455729922;0,8217518491690063;0,8314203292154738;0,809842181185088
quantized;adroit;0,5065775570357252;0,5548491595973597;0,534221542028688;0,555139525233469;0,7080081024311571;0,6888515638034369;0,633273228181402;0,7422454728628448;0,7302546020012234;0,749114785867375;0,6843187583687335;0,757019148089683;0,7655211394738981;0,7731102170202389;0,2;0,6842696629213483;0,49803545268694105;0,5492193125422502;0,7665642898412977;0,6392882703586172;0,7243593168065152;0,760475133019415;0,7379760593189488;0,7954970132109269;0,6623189234992765;0,7913953352908135;0,77939799682675;0,8400020535707012;0,013412816691505217;0,13908368989909542;0,20221499373610144;0,523340727710776;0,5778908724832039;0,5607210832956004;0,5178299051832262;0,7916345486164175;0,8159455416245441;0,773719361743737;0,8634929076984076;0,7886258403176;0,7892010278707285;0,7599258074368487;0,025139664804469275;0,2285663830766457;0,27118680873494566;0,5111211563186461;0,6452467813741294;0,5932934317800446;0,5860072519590904;0,7601679409964472;0,7581272089108897;0,7628081815130802;0,7389665369618965;0,7719847546462437;0,7738458874632785;0,7768172219290903
quantized;android_permissions;0,4904078060593922;0,4885952537568671;0,5650525889323115;0,46767079927741906;0,5429655256655083;0,45422288785048853;0,46904512944471877;0,5077667286520344;0,5061132898297716;0,4876072509982527;0,49311291731060897;0,5126136354152677;0,4957027069472927;0,5041853248693338;0,44030326459242486;0,4776854378136476;0,5661902521755404;0,4693025454387724;0,4448366338068279;0,45511999140471493;0,46494230068776876;0,5032639502067614;0,5020360663262124;0,4987349522210641;0,4839373232964837;0,5158052785841767;0,4928094640935373;0,4984906022067957;0,34015134217819315;0,48971766019237484;0,5337873815108034;0,4811100575082758;0,46552098367194217;0,5549537089995454;0,4765391493420494;0,7388181071541677;0,724544171921482;0,5782949768280183;0,6604961818724663;0,8120948139132276;0,7116644894133688;0,6387539315538009;0,3615440115601223;0,4637942214485717;0,5474195242471238;0,47096334198962797;0,4478063512659599;0,48656454981358505;0,4385603877232123;0,5854493845245061;0,5640860960067052;0,48406538703507174;0,5203508774543307;0,6096818238663173;0,562818457909198;0,5183611626514943
quantized;drebin215;0,9066606660666068;0,8596759675967597;0,9176417641764176;0,603060306030603;0,5571557155715572;0,8615661566156614;0,8090009000900089;0,7954095409540953;0,7852385238523852;0,7844284428442844;0,6723672367236724;0,7533753375337533;0,6825382538253825;0,724932493249325;1,0;1,0;0,9367846768336964;0,6829302166440423;0,5711491442542787;0,9819883040935672;0,7590695927446494;0,7326557827978303;0,7235969268459088;0,7186420935194604;0,6540345905208711;0,7897971646644991;0,6500139434246016;0,8107374834755982;0,8127649274125617;0,7173778718920962;0,9109711798656115;0,604713962968428;0,12288093941656741;0,7343986478805951;0,6594089572359659;0,9434666123439722;0,9289581358032102;0,9401515524156787;0,7171362952304653;0,7604359556983671;0,8612769164217905;0,6078076620590871;0,8836012351835478;0,8082708848591805;0,9161193613842874;0,6097558763895373;0,19232296839862706;0,825517082102565;0,7008726557896381;0,8228379245609292;0,8120812084614221;0,8135193917650347;0,6783268597385457;0,704216265353519;0,7324500076798339;0,6547357898116317
quantized;kronodroid_emulator;0,7601500000000001;0,7833500000000001;0,7321;0,46369999999999995;0,6321;0,7011999999999999;0,6091;0,6721999999999999;0,6795500000000001;0,63975;0,6089500000000001;0,6403000000000001;0,60565;0,6627;0,7420178840955055;0,7743464587658788;0,7591548367962021;0,4314016342000134;0,42615518709374084;0,7194356894606121;0,6435179194443759;0,7190610429787123;0,7409651396791495;0,7579034139431317;0,6171507528901731;0,6285519739819961;0,6602945425868038;0,6367235836322227;0,8835275380207032;0,889826740127574;0,8029190948479611;0,4323591765045992;0,490880879886299;0,7700684617711785;0,5866721082790668;0,6584355889177465;0,6377655625855428;0,5778060665108945;0,7716614984345096;0,7775986836425817;0,6032564054800911;0,8845792201671866;0,7977385493262166;0,8155807576220295;0,7640147033868481;0,42621604979236916;0,450443170176253;0,7391966973671007;0,5770232932906333;0,6564243070687449;0,6310194810213773;0,5767771881595253;0,6552323732188412;0,6819066614723263;0,5745337190632731;0,7320748542257356
quantized;kronodroid_real;0,7961500000000001;0,8702;0,87035;0,70175;0,5685;0,7988;0,7392000000000001;0,8227;0,78625;0,7657999999999999;0,5857;0,6913;0,57455;0,7886;0,7439594763738577;0,8453862788492333;0,9213162533059904;0,7214973190839001;0,5544963782777497;0,7567119771034456;0,7033513035946687;0,8687329179801087;0,816205196503234;0,9149008539366813;0,6783596546849551;0,7005931366948824;0,6634291419932298;0,898183356489314;0,9501478796120459;0,9347384218633531;0,8141702317635309;0,6881029655323256;0,8655265481194514;0,9521388306168965;0,9035296258455853;0,7708004072598371;0,7894927234288147;0,5938051015522768;0,6226731502973558;0,8469693204813001;0,6780693530189246;0,6722970536347835;0,8296906570273688;0,8822801539225946;0,8632071056599182;0,6927659365701412;0,6714611869547961;0,8367992337647212;0,782654691422587;0,8094193778936092;0,7832530503549139;0,7121458633924469;0,5288516807003754;0,7386614789279373;0,5833319992979951;0,7538268516796207
wasserstein;androcrawl;0,9999016715830875;1,0;0,8971484759095378;0,9328416912487709;0,8183874139626353;0,9983775811209441;0,9187807276302852;0,8974926253687314;0,8865290068829891;0,8553588987217307;0,7983775811209439;0,8710914454277287;0,7833824975417898;0,8458702064896755;0,9998046875;1,0;0,9184798375398898;0,9195050088391279;0,8106359012687282;0,9967915990779476;0,8999352357592525;0,9584757127947359;0,9638807022046276;0,9555333812929601;0,8876588146111308;0,9461732905925568;0,845970879717426;0,9282567122506455;1,0;1,0;0,9328445747800587;1,0;0,99970703125;1,0;1,0;0,8327193891330191;0,8051114385862178;0,752812474866357;0,8030277638205116;0,7920742875256417;0,8293549695269764;0,7768200155449267;0,9999022960429897;1,0;0,9084542814102374;0,949612689044633;0,8757457041196224;0,9983888770550532;0,9386192176952001;0,8889037624633447;0,8738156980941735;0,8368538244029129;0,8131225363095972;0,857835307684885;0,8054015236778307;0,8322039336561534
wasserstein;adroit;0,6550170690075592;0,6515554614407268;0,6679238482697845;0,6359006361306827;0,5000013903326959;0,6888103885659038;0,6045961190467024;0,7385789516463678;0,7612559196088245;0,7611096138297462;0,7504330351604445;0,7602314583092699;0,7491145719700372;0,7672548843457094;0,9733527508090616;0,8415605678402512;0,8749636202371676;0,8452385650842528;0,5000013903326959;0,9696158594016367;0,6974309847071147;0,7553428582028966;0,7823286500633784;0,7828313441222816;0,7377744095064042;0,7883017825922108;0,7517555146863115;0,8011442829037513;0,3234371700375359;0,48152934121312063;0,4529275112129185;0,457117765856888;1,0;0,3947777741462066;0,3779832523540555;0,8011225822544847;0,7891534734478733;0,7809468341334345;0,8055074439556454;0,8027188627668007;0,7970724645919227;0,7759681074954295;0,3988125113873138;0,49897752351117164;0,509600432042291;0,4865939700823854;0,6665876408103607;0,4989849035623827;0,3945010776188552;0,7578970360924926;0,7697164400472009;0,7678705468440465;0,7640582143660521;0,7732796755762715;0,7616269382335439;0,7705635715082308
wasserstein;android_permissions;0,5748591900325708;0,5295250797957289;0,533104268189519;0,5318935733236827;0,5000004855646927;0,5499624673666386;0,57458378380839;0,5214855244819442;0,5246248671335675;0,5180137521025331;0,5300224497800923;0,507987918543488;0,5274894712124627;0,5402682593188589;0,568304861428847;0,5361249583821378;0,5729531109521495;0,5495703974639117;0,5000004855646927;0,537591799267126;0,5681689996162413;0,5362924885068507;0,5523849775068506;0,5110599542101636;0,5431308938672577;0,5509245656439979;0,5496444432282435;0,564441315017767;0,8488598947929491;0,7481427970538325;0,5738294108610178;0,7441664209995629;1,0;0,8774784968843085;0,8489713775131275;0,6473252578185515;0,3959475477979878;0,570316317720313;0,38100578099097987;0,361068550058057;0,40521333907813134;0,5744901416400751;0,6626635271595923;0,5877935509613186;0,5324442636843426;0,5913653855131276;0,6666502832604857;0,6549519643058707;0,6625663563751631;0,5480989131749162;0,4258938581727347;0,4998679122300825;0,43736198601874643;0,38425085172622636;0,43652305390864415;0,5275953977109887
wasserstein;drebin215;0,9922592259225922;0,9966696669666968;0,9504050405040504;0,7598559855985598;0,7049504950495049;0,9855085508550856;0,9353735373537354;0,7761476147614761;0,8179117911791179;0,7915391539153915;0,686048604860486;0,8198019801980199;0,7084608460846085;0,754995499549955;0,9998198198198198;0,9992837958818264;0,9991029640554249;0,9147067188631539;0,7032864890760893;0,9750975936028325;0,9902748124211112;0,754723530085621;0,8171673287520441;0,7779706941703936;0,7155973559320806;0,795837197458021;0,737710942731654;0,8291723915222289;0,9842210206150727;0,9939572603162261;0,8990086346564535;0,6251488826114782;0,9998181818181818;0,998789974070873;0,8771728897642601;0,848404718020593;0,8363235259588819;0,83218262570994;0,6829025677409467;0,8824602461750077;0,6959607305941102;0,6928413302728423;0,9917322807228889;0,9965884990760079;0,9369829556661309;0,6044677759623868;0,803180474967168;0,9862686813889798;0,9079723157469232;0,7907598543496113;0,8210907578520787;0,7962432504727778;0,662846712846376;0,8316035275654838;0,6888841616371048;0,7283884855199219
wasserstein;kronodroid_emulator;0,8050499999999999;0,8581999999999999;0,7900499999999999;0,84365;0,5;0,8269;0,7514000000000001;0,7577499999999999;0,7633;0,7641;0,70605;0,77535;0,7133499999999999;0,7682500000000001;0,9015415718979025;1,0;0,9606332905434318;0,9998986315255955;0,5;1,0;0,8197168909800052;0,8280821458034611;0,8367587182855379;0,8157034911582046;0,7776186146620376;0,821425987092482;0,7411478329148723;0,8235034988072668;0,806602082237972;0,7182265619860168;0,6276176821000874;0,6895647173203796;1,0;0,6533017949327934;0,8388411168470853;0,6739867831675669;0,6669321750756964;0,6902580250832231;0,6433312388108707;0,7067849938212433;0,7036721183518712;0,6914048595363687;0,7950865401615541;0,7840665886467544;0,6712990784114743;0,743865484301923;0,6666526022745077;0,6858908631269267;0,7499556831522389;0,7236718379599043;0,730010697707718;0,7407561590334826;0,6756138601331236;0,751834210778946;0,7045970013957463;0,7475028359107105
wasserstein;kronodroid_real;0,99825;0,99595;0,86255;0,7295;0,5182;0,8916999999999999;0,8522500000000001;0,8023;0,78985;0,7809;0,7454500000000001;0,7977000000000001;0,7735000000000001;0,7976500000000001;0,9984984318300161;0,9998997995991985;0,9010438413361168;0,965876315348653;0,6020096199816478;0,9142284569138276;0,8355122241319446;0,8502072466172874;0,8560011213725716;0,8749637203600583;0,7271932931939922;0,8581359780601716;0,7718829017550712;0,8278816048955135;0,9980089596814334;0,9920358387257341;0,772424924163304;0,45916949708789456;0,8286001003512293;0,9334992533598806;0,9811067914460596;0,7532184367649791;0,716795054696463;0,6851888053661005;0,827222961203889;0,7394189521683072;0,7867214429196144;0,7858469050043863;0,9982470029703212;0,995886911116289;0,8194385932381032;0,5200233230238522;0,5851336186625107;0,9055275662503807;0,8874244764941179;0,7940253882759617;0,7751394716207198;0,7569808905799873;0,766422557177294;0,7873860070120082;0,7723287037550424;0,7952911219331968
tvae;androcrawl;0,9602261553588989;0,9589478859390365;0,9345132743362832;0,9188790560471978;0,6246804326450344;0,9587512291052114;0,9298426745329401;0,9395771878072763;0,9398230088495575;0,9287118977384463;0,9239429695181908;0,8433136676499509;0,9420353982300884;0,8075712881022616;0,9829432439779591;0,981945490097095;0,940741921507837;0,9086035551204219;0,6990659045556462;0,9837223460546527;0,9396541672048944;0,9523611027186917;0,9566582012666718;0,9550875598717485;0,9160513482217238;0,7930990764535542;0,954198019539301;0,994904300482724;0,936565542204657;0,9348927624752561;0,9275526815465508;0,9369744454349591;0,851692006917238;0,9328426843912944;0,9277470206415936;0,9254489888150443;0,9207000312565979;0,8988186409770172;0,9324806692880896;0,9266347724493386;0,927928363045132;0,6168836062248011;0,9591038264876561;0,9577587286632054;0,9340250808954795;0,9214917777242275;0,7070940937766177;0,9575054288880495;0,9305840965168228;0,9383854675634945;0,9382610744377573;0,9260394146204263;0,9241523977346473;0,8546339934179477;0,9407926698762121;0,7445996262687211
tvae;adroit;0,8926338034796819;0,825945640130563;0,8088205914689185;0,6300541801956732;0,5001449154463824;0,8962903784699495;0,6583013556813272;0,8342590810114776;0,8399626535248143;0,8329435054351313;0,8346984261433882;0,7358281249331571;0,8377718100420521;0,7575970986965096;0,9718410465350903;0,8292417360342803;0,7781947748880507;0,6079799705495518;0,2;0,9348320608062831;0,9690522243713733;0,9199219991979011;0,9172512485309292;0,9189683367503843;0,9018620313163161;0,7498912702023788;0,9092418066123807;0,8053931659158836;0,8091368067546038;0,8571232528502506;0,8721330352362149;0,8570183547453357;0,00028169014084507044;0,8550087587806321;0,34943551177063253;0,7449765961593977;0,7616445898117465;0,7443637040805016;0,7650509758433583;0,8336274523572225;0,762768476904001;0,5674906964334093;0,8803304574287688;0,8365202453071262;0,8214302414529394;0,7024258576875548;0,0005625879043600563;0,8890950618132546;0,36412886407177303;0,8227572528761714;0,831162784457246;0,8215700640217319;0,8270793230312812;0,7729793225695308;0,8292217324239285;0,6500778296061582
tvae;android_permissions;0,5089787588207758;0,5305728828810373;0,4963095565959791;0,49873219058717677;0,4999444180165744;0,5238503459269088;0,5179051221764223;0,5200512877706739;0,5619693290027031;0,5374030786318912;0,5543128235359276;0,5190048048143739;0,5636771814183497;0,5563516186374903;0,24823066737707253;0,5305914229922236;0,4985442611307659;0,46283595032188385;0,0;0,6365122307804875;0,3573970854065336;0,5406255418076383;0,5543364948759122;0,5323807230336983;0,5477431556660325;0,5209452667147042;0,5575542864863161;0,5508196470533109;0,21702838063439067;0,5972783843843288;0,4774062836082285;0,3982444571923851;0,0;0,13522235554619313;0,18395537124258904;0,5416865174456085;0,6127390714731258;0,5750454531120285;0,6026346294404903;0,583502051982453;0,6205701627606778;0,635895408476891;0,1654491138456776;0,5272061766784997;0,47695996425759873;0,3779986117942974;0,0;0,18244592761777723;0,15779651875379122;0,44708050730988136;0,578585854874354;0,5473548602027292;0,5687219353550625;0,4494282485132266;0,5776374280260625;0,578849077927518
tvae;drebin215;0,922952295229523;0,8941494149414941;0,8878487848784878;0,8380738073807381;0,5004500450045005;0,9034203420342035;0,873087308730873;0,9493249324932492;0,9385238523852385;0,9216921692169218;0,8776777677767775;0,7744374437443744;0,9367236723672366;0,9321332133213321;0,9488887197419047;0,8764222989540116;0,874021517417914;0,8442316717728353;0,2;0,8775486290331223;0,9619167545576222;0,9704913563692867;0,9410098101386165;0,931800562606881;0,8782277739201474;0,704266483398903;0,9397045923167051;0,9636987171063833;0,894363556610681;0,91798482917553;0,9067840203177535;0,8315768319760058;0,0009017132551848512;0,938746456888526;0,7786126705913954;0,9281770982475053;0,9374313382046265;0,9125215501267905;0,8808912217439069;0,958070405923757;0,9351278282514327;0,9008539691909541;0,9205443206954455;0,8964763738637302;0,8899588630555237;0,8365295502758036;0,001795332136445242;0,9067822951135704;0,8585808157838908;0,9488008606846584;0,9391446144919854;0,9218705036365155;0,8793690009930566;0,8115220566808465;0,937344890773154;0,9305507389371309
tvae;kronodroid_emulator;0,8248;0,7960499999999999;0,78365;0,7331;0,50135;0,7817000000000001;0,7753;0,87395;0,8647500000000001;0,8383999999999998;0,8085500000000001;0,7006;0,87835;0,7848499999999999;0,7775964095610794;0,7363198798873956;0,7531442547274269;0,6941732234993566;0,5006825211629022;0,716732386695371;0,8945935311270874;0,8609733317429697;0,854764603771329;0,8575596619441997;0,8000827972627219;0,8141306441950386;0,8856400805512589;0,9519714829276813;0,9119175005745257;0,9273636567959944;0,8467239536204243;0,843065647233544;0,9993039733212749;0,9342508861110487;0,6391209218682213;0,8893905261454258;0,8760719770043833;0,8082360205843899;0,8186487415469044;0,513483180374972;0,8663829236580808;0,600998098216674;0,8389344234358097;0,82031245043698;0,7966278126608706;0,7596064791069633;0,667100452899658;0,8108017243352554;0,7295292479406232;0,8748143914833234;0,8650738215803386;0,8320744935873631;0,8090562066619011;0,6287414185463367;0,8758308673559754;0,7207881404843551
tvae;kronodroid_real;0,8566500000000001;0,85175;0,8318000000000001;0,7321500000000001;0,50315;0,8545;0,8355;0,9029999999999999;0,90205;0,8708500000000001;0,85265;0,8145;0,9065999999999999;0,6997000000000001;0,8116285782427353;0,801226152331733;0,8178788118848546;0,6974363575663598;0,501587261970665;0,8151846037840438;0,882334080450085;0,8942852382929903;0,8998840178941527;0,9037685697608957;0,8451847993903288;0,8573324912989542;0,9143698359526322;0,9966085023744349;0,9381874341535518;0,9383121959827582;0,8544749821296678;0,8619863495277642;0,9989935615194059;0,9261056787737811;0,80232629449624;0,9120822869076222;0,9026957767105808;0,8275090796231434;0,8604016832695786;0,7541039546770781;0,895548089611039;0,3952547435969877;0,8684633002879009;0,8638155981729652;0,8355130462856397;0,7652747244181687;0,6678345009018937;0,8649559126000417;0,826748388526741;0,9030343060306354;0,9012786172535063;0,8638942420463793;0,8526383057215259;0,8001404948109438;0,9047370976250348;0,5616641321123469
copula;androcrawl;0,5965585054080629;0,6052605703048182;0,6029006882989185;0,5714355948869223;0,5212389380530974;0,5861848574237956;0,5938544739429695;0,8962143559488691;0,860275319567355;0,7025565388397247;0,6848082595870209;0,6199115044247787;0,9014749262536874;0,6047689282202556;0,6181792989548897;0,6299162225429479;0,6254037933486191;0,5868384708516688;0,5370154627715529;0,6160645326475683;0,6058683973250516;0,9012352960513134;0,8504149374130534;0,7022777934783384;0,6812904123301712;0,602638426415117;0,9064272064522145;0,9868844912631649;0,5073266522621414;0,512418665314492;0,5146426424282031;0,49449957112770104;0,7495889661910086;0,4656896830014148;0,5575459033059935;0,8886191601702798;0,8727816299895578;0,6981590012439189;0,6902389163459226;0,7226643805361614;0,8944636609522606;0,20697625998963667;0,5568152930973067;0,5646215277381957;0,5644157206210366;0,5338339562717953;0,5807626665859262;0,5281235713492214;0,5754680802156165;0,8947513439670916;0,8612825316638967;0,6999348360761165;0,6852668214303576;0,5920359944160951;0,90020395072686;0,33315058472281955
copula;adroit;0,5570544411504256;0,6397039446947044;0,6478974961177634;0,5247213987174717;0,5013153616790086;0,6395588153509841;0,5781255748490954;0,8208024786423508;0,8016383466591377;0,7770590827226564;0,7922737073114389;0,6866906659479716;0,8111487570425698;0,8150975157963185;0,9071720819847687;0,7091738128930309;0,6866506843943474;0,5331979711006354;0,26;0,7179096530455022;0,6910996076640629;0,9132621543862541;0,8854090113707892;0,8479295503127501;0,8433980317616386;0,7035030390001212;0,9005099645037005;0,9404225785843764;0,12551096738515916;0,48050384971867527;0,5505563046832662;0,6341977701626599;0,004397064239490714;0,46851829130085865;0,30642481636334734;0,7258323228504482;0,7128102375542398;0,7344725010563813;0,7373423676199431;0,6159961055808028;0,714780327322686;0,6875757268906726;0,20765185520465992;0,5661453004605733;0,609945676048528;0,5707356907061789;0,008628651613726241;0,5515561381618352;0,349557989022313;0,8065410414295086;0,7875685129360059;0,7759207489617641;0,7854385065781166;0,6165051800149401;0,7957366654255985;0,7932054462831662
copula;android_permissions;0,5043519039067472;0,49878865265660793;0,4974106352324223;0,4968049994954679;0,49972400199385003;0,5063341914171888;0,5034704370765061;0,5109623057646392;0,49818280448510033;0,4946563757299593;0,4947668265236679;0,4981825465288573;0,5255602164708095;0,5166349608096183;0,4097176308539945;0,4984445057107674;0,49744921743563053;0,5025722688845919;0,15;0,4904396420626401;0,39933677957111835;0,5054066065234014;0,49147849734903487;0,49091733625569434;0,4875118668934707;0,476234129060392;0,5220167190906618;0,5148738027043054;0,2106829470021691;0,5120854459388269;0,49285130050478454;0,44740098595916555;0,00033444816053511704;0,1372657599210755;0,24280477539114892;0,76120041981456;0,419942369960968;0,467416751513391;0,39718347218112754;0,40928968718216396;0,4621875761662394;0,7542365294842961;0,15437079256305283;0,45538359764367986;0,4911299650526673;0,43266571253996056;0,000667408231368187;0,1848167059168194;0,20901671570304475;0,5813750723917687;0,4452496561547596;0,4750791782680775;0,4287593175531839;0,31997186834765146;0,470507351427084;0,5956854504267276
copula;drebin215;0,6902790279027903;0,7070207020702071;0,6774977497749776;0,5963096309630963;0,5;0,6978397839783979;0,6318631863186319;0,8641764176417641;0,8322232223222322;0,7504950495049505;0,7318631863186318;0,6829882988298829;0,8452745274527451;0,78010801080108;0,7958295174355916;0,7644987461799351;0,679982021461277;0,610283921450202;0,0;0,7129012634746399;0,747276101924483;0,8121846412376446;0,7723789012963451;0,714355127533581;0,7163717831569253;0,6441258683679744;0,7894405462362105;0,7775047879564561;0,5128067711648147;0,5995716706717003;0,6717031775738087;0,5304429428933974;0,0;0,6644266854867358;0,4103991826604364;0,9554076702357726;0,9482671009659722;0,8444791743468052;0,7888973695256818;0,7864282734838166;0,94986975726546;0,8815482232701864;0,6226121711184915;0,6715280912762907;0,6755461256751026;0,5669732277020569;0,0;0,6869396607581455;0,5222426210379698;0,8773705900541563;0,8512747461272291;0,7735711774931082;0,7494512484224432;0,6565499857755278;0,8617317355700097;0,7943322545163959
copula;kronodroid_emulator;0,6198499999999999;0,6144499999999999;0,6264;0,55565;0,5000500000000001;0,60225;0,5938;0,8242999999999998;0,8109999999999999;0,6754;0,7177999999999999;0,5691999999999999;0,82405;0,5739000000000001;0,5777668131589415;0,5709337381551564;0,5983429604949825;0,5434239779350576;0,5000559950233324;0,5635357560905017;0,5748225098997906;0,8604818177440838;0,8594098453296052;0,728824967797007;0,7764556590564161;0,6658550869623102;0,8804841327721225;0,9442587918473798;0,8931896922703775;0,9243027698873434;0,77172066110349;0,6987219346571829;0,9959604232945836;0,9090873952636815;0,7570310824056296;0,7705821008146032;0,7394953696365956;0,5523912455697542;0,6045853965725015;0,4771034839797833;0,7460571246503352;0,1459491601242141;0,7014925159207366;0,7057576420644407;0,6736486990493905;0,6108985678681359;0,6657750595148618;0,6956742020686019;0,6471581907234333;0,8128497381751234;0,7947976656999515;0,6267371320301385;0,6790538987422052;0,4382367811483728;0,8076957944483831;0,22922757233622146
copula;kronodroid_real;0,6165;0,6197;0,6689;0,5721;0,503;0,63555;0,62585;0,8611000000000001;0,82765;0,75965;0,7737499999999999;0,6744;0,8477;0,5213;0,5711216564634123;0,5715285503073082;0,6278275260392954;0,5537477472675963;0,5015086072089955;0,5873802866511183;0,6265344091090392;0,925611511921379;0,9159648455350448;0,8823649533188005;0,8341558919273766;0,7241107960123647;0,9247102420976872;0,7958904109589041;0,9480612753501054;0,9581380830669837;0,8321559703396051;0,7545317516028158;0,9952621202035383;0,9243912375157113;0,7231841686511011;0,7826025439604771;0,7181012302263865;0,5949566278122566;0,6778915496130857;0,7149861107726473;0,75392895156651;0,03404937420850388;0,7122244250580803;0,7158969773570727;0,7154383235696005;0,6369232637889746;0,6669289344421278;0,7174363111199371;0,6509265943473662;0,84802652062509;0,8050002786608266;0,7097498744984803;0,747799867704437;0,6597498741493051;0,8305959109049363;0,06395607440619201
ctgan;androcrawl;0,6633235004916421;0,6905604719764012;0,69960668633235;0,6561946902654867;0,5740412979351033;0,667305801376598;0,654621435594887;0,8573254670599804;0,8507866273352999;0,7921828908554571;0,7019174041297935;0,6686332350049164;0,8502458210422812;0,5515732546705998;0,6454831443724001;0,6716964624074878;0,6856135168955977;0,6471058847725668;0,616514412025724;0,6567150662966258;0,6284892980429138;0,9184418197933162;0,9237149311457978;0,8695751483129965;0,7331629683189529;0,7366973885526895;0,9264066601636862;0,9967229457782988;0,7632057825105447;0,7986701391595119;0,7799270855568607;0,727552501937289;0,795429663450525;0,7360663744106308;0,7841484354171844;0,7860462381588279;0,7653515750968116;0,6843863070615525;0,6309722562968437;0,5639690692017755;0,7621929685012584;0,09743907887504327;0,695695631814584;0,723956011979982;0,7229526882307434;0,6810091713593908;0,6403488280662056;0,6897869069459174;0,6956307478978536;0,8443458764818164;0,8342764449329783;0,7616350572455156;0,6770806746761091;0,5868118639889941;0,8334108905114073;0,1701909750257497
